fs_recode,laptop_recode,VEH,english_hh,single_parent,nonfamily,HINCP,HUGCL,children,good_english_speaker,multigen,NR,unmarried_partner,samesex_marriage,tenure_own
0.0,0.0,1.0,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,70400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,10500.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,57000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,221000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,145000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,40000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,62000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,4.0,0.0,0.0,1.0,12700.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,38000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,3000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1500.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,60000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0,16850.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,187000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,145500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,198290.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,1.0,0.0,131000.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,3.0,0.0,1.0,0.0,55000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,142300.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,3.0,1.0,0.0,1.0,156000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,20100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,1.0,50000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,40500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,68600.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,109600.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,40000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,199000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,3.0,1.0,0.0,1.0,67000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,23700.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,43800.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,110000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,73300.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0,28500.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,50500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,72000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0,8200.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,656000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,137100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,170000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,6500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,19000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,1.0,0.0,37000.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,100000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,0.0,48000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,12800.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,6.0,0.0,1.0,0.0,215400.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,3.0,1.0,0.0,0.0,175000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,1.0,86000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,31000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,3.0,0.0,0.0,0.0,93250.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,88570.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,40000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,56600.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,62000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,214000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,40000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,53000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,39500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,1.0,134000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,1.0,0.0,90400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,60000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,60000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0,34800.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,800.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,125080.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,33000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,14400.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,104000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,3.0,1.0,0.0,0.0,43200.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,1.0,80900.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,115000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,110000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,177500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,50200.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,18200.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,17600.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,183000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,1.0,0.0,0.0,34600.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,50000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,8100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,26700.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,30700.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,100000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,98500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,0.0,1.0,39300.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,1.0,54030.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,57400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,70000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,62000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,1.0,236000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,159000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,40000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,183100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,90000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,58000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,28800.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,1.0,65000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,251300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,138000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,13000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,81800.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,148000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,3.0,0.0,0.0,0.0,351000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,84000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,1.0,28500.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,200160.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,42000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,10200.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,4.0,0.0,0.0,1.0,96900.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,50000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,127800.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,155000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,130000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,100000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,36000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,1.0,0.0,37200.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,157000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,83000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,1.0,94000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,279920.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,3.0,0.0,0.0,1.0,130000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,109170.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,1.0,47600.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,9000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0,12000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,25000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,8600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,7200.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0,11500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,140500.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,180000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,123040.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,19000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,220000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,0.0,0.0,40000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,237000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,40000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,32500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,6500.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,13400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,1.0,35600.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,1.0,0.0,94000.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,37600.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,27000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,173000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,58000.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,55000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,483000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,10800.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,113500.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,145600.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,75000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,151000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,10150.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,8000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,48500.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,86200.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,125000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,0.0,1.0,62800.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,3.0,1.0,1.0,0.0,49600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,81400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,140600.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,134000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,362000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,0.0,548000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,26000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,82000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,29000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,122300.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,70000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,1.0,107400.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,30000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,0.0,1.0,40000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,132000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,15400.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,1.0,35200.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,210000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,90500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,130500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,1.0,15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,190100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,33000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,43000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,120000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,39000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,54000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,71100.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,36400.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,300000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,12000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,155150.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,3.0,1.0,0.0,0.0,17200.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,21000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,60400.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,4.0,0.0,0.0,0.0,60000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,3.0,1.0,0.0,0.0,90000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,2.0,1.0,0.0,1.0,52000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,1.0,0.0,18700.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,93900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,188000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,621000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.0,65600.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,1.0,60000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,12000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,280000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,88000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,0.0,0.0,25000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,1.0,60000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,4.0,0.0,0.0,0.0,157000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,1.0,0.0,1.0,115000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,87000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,35400.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,38000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,55000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,0.0,0.0,47000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,28000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,4.0,1.0,0.0,1.0,99500.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,55000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,72600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
